away_team_errors,away_team_hits,l_pitcher_wins,game_status,home_team_runs,sv_pitcher,l_pitcher,w_pitcher_wins,l_team,sv_pitcher_saves,w_pitcher,away_team,game_league,l_pitcher_losses,date,game_start_time,home_team_errors,home_team,game_id,w_team,game_type,w_pitcher_losses,away_team_runs,home_team_hits
0,10,1,FINAL,2,. ,D. Keuchel,5,Astros,0,B. Colon,Athletics,AA,2,2013-05-26 13:10:00,2:10PM,2,Astros,2013_05_26_oakmlb_houmlb_1,Athletics,go_game,2,6,12
1,6,3,FINAL,7,. ,J. Garland,4,Rockies,0,M. Cain,Rockies,NN,6,2013-05-26 15:05:00,4:05PM,0,Giants,2013_05_26_colmlb_sfnmlb_1,Giants,go_game,2,3,10
0,7,2,FINAL,6,. ,C. Perez,2,Indians,0,C. Breslow,Indians,AA,1,2013-05-26 12:35:00,1:35PM,1,Red Sox,2013_05_26_clemlb_bosmlb_1,Red Sox,go_game,0,5,7
1,4,0,FINAL,9,. ,C. Richard,2,Padres,0,A. Harang,Padres,NA,5,2013-05-27 15:10:00,4:10PM,0,Mariners,2013_05_27_sdnmlb_seamlb_1,Mariners,go_game,5,0,11
0,12,2,FINAL,3,E. Mujica,J. Shields,7,Royals,15,A. Wainwright,Cardinals,NA,6,2013-05-27 13:10:00,2:10PM,0,Royals,2013_05_27_slnmlb_kcamlb_1,Cardinals,go_game,3,6,13
0,9,3,FINAL,2,B. Parnell,D. Robertson,2,Yankees,8,B. Lyon,Yankees,AN,1,2013-05-27 18:10:00,7:10PM,0,Mets,2013_05_27_nyamlb_nynmlb_1,Mets,go_game,2,1,6
0,11,3,FINAL,6,J. Valverde,F. Liriano,6,Pirates,6,J. Verlander,Pirates,NA,1,2013-05-27 12:08:00,1:08PM,0,Tigers,2013_05_27_pitmlb_detmlb_1,Tigers,go_game,4,5,10
0,4,4,FINAL,4,G. Balfour,M. Bumgarner,3,Giants,11,D. Straily,Giants,NA,3,2013-05-27 15:05:00,4:05PM,0,Athletics,2013_05_27_sfnmlb_oakmlb_1,Athletics,go_game,2,1,5
0,9,3,FINAL,0,. ,J. Quintana,3,White Sox,0,J. Samardzija,Cubs,NA,2,2013-05-27 18:10:00,7:10PM,1,White Sox,2013_05_27_chnmlb_chamlb_1,Cubs,go_game,6,7,2
0,9,3,FINAL,3,G. Perkins,W. Peralta,5,Brewers,10,K. Correia,Twins,AN,6,2013-05-27 13:10:00,2:10PM,1,Brewers,2013_05_27_minmlb_milmlb_1,Twins,go_game,4,6,8
1,11,2,FINAL,10,. ,J. Fernandez,2,Marlins,0,J. McGee,Marlins,NA,3,2013-05-27 14:10:00,3:10PM,0,Rays,2013_05_27_miamlb_tbamlb_1,Rays,go_game,2,6,10
1,11,1,FINAL,9,. ,T. Cloyd,2,Phillies,0,A. Aceves,Phillies,NA,1,2013-05-27 18:10:00,7:10PM,1,Red Sox,2013_05_27_phimlb_bosmlb_1,Red Sox,go_game,1,3,15
0,8,0,FINAL,5,. ,J. Frasor,2,Rangers,0,B. Ziegler,Rangers,AN,1,2013-05-27 20:40:00,9:40PM,2,D-backs,2013_05_27_texmlb_arimlb_2,D-backs,go_game,1,4,9
0,15,3,FINAL,2,. ,G. Gonzalez,7,Nationals,0,J. Hammel,Orioles,AN,3,2013-05-27 12:05:00,1:05PM,1,Nationals,2013_05_27_balmlb_wasmlb_1,Orioles,go_game,2,6,8
1,5,0,FINAL,4,A. Chapman,N. Hagadone,2,Indians,13,J. Broxton,Indians,AN,1,2013-05-27 12:10:00,1:10PM,1,Reds,2013_05_27_clemlb_cinmlb_1,Reds,go_game,1,2,6
3,13,1,FINAL,3,. ,W. Lopez,2,Rockies,0,P. Clemens,Rockies,NA,2,2013-05-27 13:10:00,2:10PM,0,Astros,2013_05_27_colmlb_houmlb_1,Astros,go_game,2,2,9
1,8,4,FINAL,9,. ,T. Hudson,2,Braves,0,M. Buehrle,Braves,NA,4,2013-05-27 18:07:00,7:07PM,0,Blue Jays,2013_05_27_atlmlb_tormlb_1,Blue Jays,go_game,3,3,11
0,14,1,FINAL,8,B. League,R. Coello,3,Angels,11,R. Belisario,Angels,AN,1,2013-05-27 19:10:00,8:10PM,3,Dodgers,2013_05_27_anamlb_lanmlb_1,Dodgers,go_game,4,7,13
1,9,0,FINAL,5,H. Bell,M. Perez,1,Rangers,9,T. Skaggs,Rangers,AN,1,2013-05-27 14:40:00,3:40PM,0,D-backs,2013_05_27_texmlb_arimlb_1,D-backs,go_game,0,3,12
2,7,0,FINAL,2,. ,M. Rivera,3,Yankees,0,S. Rice,Yankees,AN,1,2013-05-28 18:10:00,7:10PM,2,Mets,2013_05_28_nyamlb_nynmlb_1,Mets,go_game,3,1,7
0,8,0,FINAL,5,B. Duensing,B. Badenhop,2,Brewers,1,R. Pressly,Twins,AN,2,2013-05-28 19:10:00,8:10PM,1,Brewers,2013_05_28_minmlb_milmlb_1,Twins,go_game,0,6,13
0,9,2,FINAL,1,J. Papelbon,R. Dempster,6,Red Sox,10,C. Lee,Phillies,NA,6,2013-05-28 18:10:00,7:10PM,0,Red Sox,2013_05_28_phimlb_bosmlb_1,Phillies,go_game,2,3,4
0,6,0,FINAL,6,. ,M. Kickham,3,Giants,0,J. Parker,Giants,NA,1,2013-05-28 21:05:00,10:05PM,1,Athletics,2013_05_28_sfnmlb_oakmlb_1,Athletics,go_game,6,3,9
1,7,4,FINAL,8,. ,Z. McAllister,5,Indians,0,M. Latos,Indians,AN,4,2013-05-28 18:10:00,7:10PM,0,Reds,2013_05_28_clemlb_cinmlb_1,Reds,go_game,0,2,18
1,6,0,FINAL,0,J. Grilli,J. Ortega,1,Tigers,21,M. Melancon,Pirates,NA,2,2013-05-28 18:08:00,7:08PM,1,Tigers,2013_05_28_pitmlb_detmlb_1,Pirates,go_game,0,1,5
0,8,3,FINAL,1,E. Mujica,E. Santana,2,Royals,16,T. Lyons,Cardinals,NA,5,2013-05-28 19:10:00,8:10PM,0,Royals,2013_05_28_slnmlb_kcamlb_1,Cardinals,go_game,0,4,2
0,2,1,FINAL,3,. ,J. Blanton,6,Angels,0,H. Ryu,Angels,AN,8,2013-05-28 21:10:00,10:10PM,0,Dodgers,2013_05_28_anamlb_lanmlb_1,Dodgers,go_game,2,0,7
0,9,2,FINAL,1,. ,B. Maurer,4,Mariners,0,E. Volquez,Padres,NA,7,2013-05-28 21:10:00,10:10PM,1,Mariners,2013_05_28_sdnmlb_seamlb_1,Padres,go_game,5,6,4
0,0,0,OTHER,0,,,0,,0,,Cubs,NA,0,2013-05-28 19:10:00,8:10PM,0,White Sox,2013_05_28_chnmlb_chamlb_1,,sg_game,0,0,0
0,8,0,FINAL,9,. ,K. Gausman,1,Orioles,0,Z. Duke,Orioles,AN,2,2013-05-28 18:05:00,7:05PM,0,Nationals,2013_05_28_balmlb_wasmlb_1,Nationals,go_game,1,3,13
1,12,0,FINAL,6,C. Kimbrel,T. Weber,2,Blue Jays,16,C. Gearrin,Braves,NA,1,2013-05-28 23:37:00,12:37PM,2,Blue Jays,2013_05_28_atlmlb_tormlb_1,Braves,go_game,1,7,12
0,10,1,FINAL,7,. ,M. Dunn,2,Marlins,0,F. Rodney,Marlins,NA,1,2013-05-28 18:10:00,7:10PM,0,Rays,2013_05_28_miamlb_tbamlb_1,Rays,go_game,2,6,16
0,8,0,FINAL,1,R. Betancourt,J. Veras,2,Astros,11,M. Belisle,Rockies,NA,4,2013-05-28 13:10:00,2:10PM,0,Astros,2013_05_28_colmlb_houmlb_1,Rockies,go_game,2,2,5
1,7,1,FINAL,4,E. Frieri,C. Capuano,1,Dodgers,11,J. Weaver,Dodgers,NA,4,2013-05-29 21:05:00,10:05PM,0,Angels,2013_05_29_lanmlb_anamlb_1,Angels,go_game,1,3,8
1,5,4,FINAL,4,G. Perkins,M. Estrada,1,Brewers,11,S. Deduno,Brewers,NA,3,2013-05-29 19:10:00,8:10PM,0,Twins,2013_05_29_milmlb_minmlb_1,Twins,go_game,1,1,8
1,7,0,FINAL,1,F. Rodney,T. Koehler,3,Marlins,10,R. Hernandez,Rays,AN,3,2013-05-29 18:10:00,7:10PM,0,Marlins,2013_05_29_tbamlb_miamlb_1,Rays,go_game,5,3,3
1,11,3,FINAL,6,G. Balfour,T. Lincecum,5,Giants,12,T. Milone,Athletics,AN,5,2013-05-29 21:15:00,10:15PM,3,Giants,2013_05_29_oakmlb_sfnmlb_1,Athletics,go_game,5,9,13
0,8,8,FINAL,9,J. Johnson,J. Zimmermann,1,Nationals,16,S. Johnson,Nationals,NA,3,2013-05-29 18:05:00,7:05PM,1,Orioles,2013_05_29_wasmlb_balmlb_1,Orioles,go_game,1,6,13
0,8,1,FINAL,0,C. Janssen,K. Medlen,1,Braves,11,J. Perez,Blue Jays,AN,6,2013-05-29 18:10:00,7:10PM,2,Braves,2013_05_29_tormlb_atlmlb_1,Blue Jays,go_game,0,3,4
1,6,5,FINAL,5,. ,B. Arroyo,8,Reds,0,J. Masterson,Reds,NA,5,2013-05-29 18:05:00,7:05PM,1,Indians,2013_05_29_cinmlb_clemlb_1,Indians,go_game,3,2,9
0,0,0,OTHER,0,,,0,,0,,D-backs,NA,0,2013-05-29 19:05:00,8:05PM,0,Rangers,2013_05_29_arimlb_texmlb_1,,sg_game,0,0,0
1,12,3,FINAL,4,. ,D. Phelps,1,Yankees,0,J. Hefner,Mets,NA,3,2013-05-29 18:05:00,7:05PM,1,Yankees,2013_05_29_nynmlb_nyamlb_1,Mets,go_game,5,9,12
0,4,1,FINAL,3,. ,Y. Medina,3,Mariners,0,L. Gregerson,Mariners,AN,1,2013-05-29 21:10:00,10:10PM,0,Padres,2013_05_29_seamlb_sdnmlb_1,Padres,go_game,2,2,10
0,10,0,FINAL,5,E. Mujica,A. Crow,1,Royals,17,R. Choate,Royals,AN,1,2013-05-29 19:15:00,8:15PM,0,Cardinals,2013_05_29_kcamlb_slnmlb_1,Cardinals,go_game,0,3,12
0,7,3,FINAL,4,J. Papelbon,J. Lackey,5,Red Sox,11,K. Kendrick,Red Sox,AN,5,2013-05-29 18:05:00,7:05PM,1,Phillies,2013_05_29_bosmlb_phimlb_1,Phillies,go_game,3,3,8
1,9,0,FINAL,9,. ,J. Danks,5,White Sox,0,S. Feldman,White Sox,AN,1,2013-05-29 13:20:00,2:20PM,0,Cubs,2013_05_29_chamlb_chnmlb_1,Cubs,go_game,4,3,11
0,10,1,FINAL,3,. ,E. Escalona,3,Rockies,0,P. Clemens,Astros,AN,2,2013-05-29 19:40:00,8:40PM,0,Rockies,2013_05_29_houmlb_colmlb_1,Astros,go_game,2,6,9
0,7,5,FINAL,5,J. Grilli,A. Sanchez,2,Tigers,22,B. Morris,Tigers,AN,5,2013-05-29 18:05:00,7:05PM,2,Pirates,2013_05_29_detmlb_pitmlb_1,Pirates,go_game,2,3,8
0,9,1,FINAL,1,. ,L. Putkonen,3,Tigers,0,B. Morris,Tigers,AN,1,2013-05-30 18:05:00,7:05PM,0,Pirates,2013_05_30_detmlb_pitmlb_1,Pirates,go_game,2,0,9
0,6,0,FINAL,3,E. Frieri,T. Lilly,5,Dodgers,12,J. Vargas,Dodgers,NA,2,2013-05-30 21:05:00,10:05PM,0,Angels,2013_05_30_lanmlb_anamlb_1,Angels,go_game,3,2,9
0,9,4,FINAL,1,. ,A. Cashner,6,Padres,0,F. Hernandez,Mariners,AN,3,2013-05-30 14:40:00,3:40PM,0,Padres,2013_05_30_seamlb_sdnmlb_1,Mariners,go_game,4,7,4
1,4,1,FINAL,1,B. Parnell,V. Nuno,3,Yankees,9,D. Gee,Mets,NA,2,2013-05-30 18:05:00,7:05PM,0,Yankees,2013_05_30_nynmlb_nyamlb_1,Mets,go_game,6,3,4
0,14,2,FINAL,9,. ,B. McCarthy,5,D-backs,0,J. Grimm,D-backs,NA,4,2013-05-30 13:05:00,2:05PM,1,Rangers,2013_05_30_arimlb_texmlb_1,Rangers,go_game,3,5,15
1,6,3,FINAL,2,F. Rodney,R. Nolasco,1,Marlins,11,A. Colome,Rays,AN,6,2013-05-30 18:10:00,7:10PM,0,Marlins,2013_05_30_tbamlb_miamlb_1,Rays,go_game,0,5,5
0,8,3,FINAL,7,. ,H. Bailey,3,Reds,0,S. Kazmir,Reds,NA,4,2013-05-30 18:05:00,7:05PM,0,Indians,2013_05_30_cinmlb_clemlb_1,Indians,go_game,2,1,11
0,14,3,FINAL,2,. ,J. Pettibone,1,Phillies,0,F. Morales,Red Sox,AN,1,2013-05-30 18:05:00,7:05PM,1,Phillies,2013_05_30_bosmlb_phimlb_1,Red Sox,go_game,0,9,6
1,8,6,FINAL,8,. ,J. Peavy,5,White Sox,0,T. Wood,White Sox,AN,3,2013-05-30 13:20:00,2:20PM,1,Cubs,2013_05_30_chamlb_chnmlb_1,Cubs,go_game,3,3,11
4,11,4,FINAL,5,H. Ambriz,J. Nicasio,4,Rockies,1,L. Harrell,Astros,AN,2,2013-05-30 19:40:00,8:40PM,0,Rockies,2013_05_30_houmlb_colmlb_1,Astros,go_game,6,7,11
0,3,4,FINAL,2,J. Johnson,D. Haren,2,Nationals,17,F. Garcia,Nationals,NA,6,2013-05-30 18:05:00,7:05PM,0,Orioles,2013_05_30_wasmlb_balmlb_1,Orioles,go_game,2,0,9
1,5,5,FINAL,5,S. Romo,A. Griffin,4,Athletics,14,B. Zito,Athletics,AN,4,2013-05-30 14:45:00,3:45PM,1,Giants,2013_05_30_oakmlb_sfnmlb_1,Giants,go_game,3,2,10
1,7,4,FINAL,11,. ,R. Dickey,7,Blue Jays,0,M. Minor,Blue Jays,AN,7,2013-05-30 18:10:00,7:10PM,1,Braves,2013_05_30_tormlb_atlmlb_1,Braves,go_game,2,3,16
1,4,0,FINAL,2,G. Holland,M. Boggs,1,Cardinals,8,L. Coleman,Royals,AN,3,2013-05-30 19:15:00,8:15PM,1,Cardinals,2013_05_30_kcamlb_slnmlb_1,Royals,go_game,0,4,8
0,12,1,FINAL,8,J. Burton,K. Lohse,2,Brewers,2,P. Walters,Brewers,NA,6,2013-05-30 19:10:00,8:10PM,0,Twins,2013_05_30_milmlb_minmlb_1,Twins,go_game,0,6,12
0,0,0,OTHER,0,,,0,,0,,Giants,NN,0,2013-05-31 19:15:00,8:15PM,0,Cardinals,2013_05_31_sfnmlb_slnmlb_1,,sg_game,0,0,0
1,14,1,FINAL,5,F. Rodriguez,C. Hamels,4,Phillies,2,Y. Gallardo,Brewers,NN,9,2013-05-31 18:05:00,7:05PM,3,Phillies,2013_05_31_milmlb_phimlb_1,Brewers,go_game,5,8,6
0,8,6,FINAL,4,M. Rivera,J. Lester,5,Red Sox,19,C. Sabathia,Red Sox,AA,2,2013-05-31 18:05:00,7:05PM,0,Yankees,2013_05_31_bosmlb_nyamlb_1,Yankees,go_game,4,1,7
0,7,3,FINAL,7,. ,W. Miley,1,D-backs,0,M. Garza,D-backs,NN,5,2013-05-31 13:20:00,2:20PM,0,Cubs,2013_05_31_arimlb_chnmlb_1,Cubs,go_game,0,2,7
0,9,3,FINAL,7,. ,W. Davis,5,Royals,0,D. Holland,Royals,AA,5,2013-05-31 19:05:00,8:05PM,1,Rangers,2013_05_31_kcamlb_texmlb_1,Rangers,go_game,2,2,14
0,9,3,FINAL,2,R. Soriano,J. Teheran,3,Braves,15,C. Stammen,Nationals,NN,2,2013-05-31 18:30:00,7:30PM,0,Braves,2013_05_31_wasmlb_atlmlb_1,Nationals,go_game,1,3,4
0,8,6,FINAL,0,. ,W. Rodriguez,3,Pirates,0,J. Cueto,Reds,NN,3,2013-05-31 18:05:00,7:05PM,0,Pirates,2013_05_31_cinmlb_pitmlb_1,Reds,go_game,0,6,1
0,12,1,FINAL,5,R. Belisario,R. Betancourt,1,Rockies,1,B. League,Dodgers,NN,3,2013-05-31 19:40:00,8:40PM,0,Rockies,2013_05_31_lanmlb_colmlb_1,Dodgers,go_game,2,7,10
0,5,3,FINAL,3,. ,D. Axelrod,6,White Sox,0,B. Colon,White Sox,AA,4,2013-05-31 21:05:00,10:05PM,0,Athletics,2013_05_31_chamlb_oakmlb_1,Athletics,go_game,2,0,5
3,12,0,FINAL,4,. ,T. Redmond,1,Blue Jays,0,C. Richard,Blue Jays,AN,1,2013-05-31 21:10:00,10:10PM,0,Padres,2013_05_31_tormlb_sdnmlb_1,Padres,go_game,5,3,9
0,8,3,FINAL,0,T. Wilhelmsen,M. Pelfrey,6,Twins,12,H. Iwakuma,Mariners,AA,6,2013-05-31 19:10:00,8:10PM,1,Twins,2013_05_31_seamlb_minmlb_1,Mariners,go_game,1,3,7
2,11,2,FINAL,3,J. Veras,T. Hanson,2,Angels,9,D. Keuchel,Astros,AA,2,2013-05-31 21:05:00,10:05PM,1,Angels,2013_05_31_houmlb_anamlb_1,Astros,go_game,2,6,7
1,7,0,FINAL,5,. ,S. Marcum,1,Mets,0,J. Turner,Mets,NN,6,2013-05-31 18:10:00,7:10PM,0,Marlins,2013_05_31_nynmlb_miamlb_1,Marlins,go_game,0,1,8
0,8,0,FINAL,7,. ,J. Valverde,3,Tigers,0,D. O'Day,Tigers,AA,1,2013-05-31 18:05:00,7:05PM,0,Orioles,2013_05_31_detmlb_balmlb_1,Orioles,go_game,0,5,7
2,11,0,FINAL,2,C. Ramos,S. Barnes,1,Indians,1,J. Wright,Rays,AA,1,2013-05-31 18:05:00,7:05PM,0,Indians,2013_05_31_tbamlb_clemlb_1,Rays,go_game,1,9,1
1,5,0,FINAL,8,. ,C. McHugh,3,Mets,0,J. Fernandez,Mets,NN,1,2013-06-01 15:10:00,4:10PM,0,Marlins,2013_06_01_nynmlb_miamlb_1,Marlins,go_game,3,1,13
1,11,2,FINAL,4,L. Gregerson,M. Buehrle,1,Blue Jays,1,R. Erlin,Blue Jays,AN,4,2013-06-01 21:10:00,10:10PM,0,Padres,2013_06_01_tormlb_sdnmlb_1,Padres,go_game,0,3,12
1,11,2,FINAL,1,G. Holland,R. Ross,1,Rangers,9,A. Crow,Royals,AA,1,2013-06-01 15:05:00,4:05PM,1,Rangers,2013_06_01_kcamlb_texmlb_1,Royals,go_game,1,4,6
0,12,7,FINAL,3,. ,J. Hammel,7,Orioles,0,J. Verlander,Tigers,AA,3,2013-06-01 15:05:00,4:05PM,0,Orioles,2013_06_01_detmlb_balmlb_1,Tigers,go_game,4,10,9
0,17,2,FINAL,4,. ,C. Marmol,3,Cubs,0,I. Kennedy,D-backs,NN,3,2013-06-01 18:15:00,7:15PM,0,Cubs,2013_06_01_arimlb_chnmlb_1,D-backs,go_game,3,12,3
0,5,0,FINAL,2,. ,H. Rodriguez,2,Nationals,0,J. Walden,Nationals,NN,1,2013-06-01 18:15:00,7:15PM,1,Braves,2013_06_01_wasmlb_atlmlb_1,Braves,go_game,1,1,5
0,4,0,FINAL,5,. ,C. Archer,4,Rays,0,U. Jimenez,Rays,AA,1,2013-06-01 12:05:00,1:05PM,1,Indians,2013_06_01_tbamlb_clemlb_1,Indians,go_game,3,0,8
1,9,1,FINAL,3,F. Rodriguez,T. Cloyd,4,Phillies,3,W. Peralta,Brewers,NN,2,2013-06-01 15:05:00,4:05PM,1,Phillies,2013_06_01_milmlb_phimlb_1,Brewers,go_game,6,4,11
2,11,1,FINAL,7,. ,M. Guerrier,3,Dodgers,0,M. Belisle,Dodgers,NN,2,2013-06-01 15:10:00,4:10PM,1,Rockies,2013_06_01_lanmlb_colmlb_1,Rockies,go_game,2,6,14
2,11,0,FINAL,5,. ,T. Wilhelmsen,1,Mariners,0,C. Thielbar,Mariners,AA,1,2013-06-01 12:10:00,1:10PM,0,Twins,2013_06_01_seamlb_minmlb_1,Twins,go_game,0,4,7
0,18,2,FINAL,1,. ,P. Hughes,4,Yankees,0,F. Doubront,Red Sox,AA,4,2013-06-01 18:15:00,7:15PM,0,Yankees,2013_06_01_bosmlb_nyamlb_1,Red Sox,go_game,2,11,6
1,5,4,FINAL,0,J. Veras,J. Williams,5,Angels,10,B. Norris,Astros,AA,2,2013-06-01 21:05:00,10:05PM,0,Angels,2013_06_01_houmlb_anamlb_1,Astros,go_game,4,2,7
0,10,1,FINAL,4,. ,H. Santiago,4,White Sox,0,J. Blevins,White Sox,AA,4,2013-06-01 15:05:00,4:05PM,0,Athletics,2013_06_01_chamlb_oakmlb_1,Athletics,go_game,0,3,16
0,8,4,FINAL,7,. ,M. Bumgarner,8,Giants,0,A. Wainwright,Giants,NN,4,2013-06-01 18:15:00,7:15PM,0,Cardinals,2013_06_01_sfnmlb_slnmlb_2,Cardinals,go_game,3,1,9
0,8,3,FINAL,0,A. Chapman,F. Liriano,5,Pirates,14,M. Leake,Reds,NN,2,2013-06-01 18:15:00,7:15PM,0,Pirates,2013_06_01_cinmlb_pitmlb_1,Reds,go_game,2,2,10
0,7,4,FINAL,8,. ,M. Cain,6,Giants,0,S. Miller,Giants,NN,3,2013-06-01 12:15:00,1:15PM,0,Cardinals,2013_06_01_sfnmlb_slnmlb_1,Cardinals,go_game,3,0,10
0,8,0,OTHER,0,,,0,Yankees,0,,Red Sox,AA,0,2013-06-02 19:00:00,8:00PM,0,Yankees,2013_06_02_bosmlb_nyamlb_1,Red Sox,go_game,0,3,2
1,9,3,FINAL,11,. ,S. Rice,1,Mets,0,W. LeBlanc,Mets,NN,4,2013-06-02 12:10:00,1:10PM,0,Marlins,2013_06_02_nynmlb_miamlb_1,Marlins,go_game,5,6,16
0,5,0,FINAL,10,. ,J. Bonderman,4,Mariners,0,S. Diamond,Mariners,AA,1,2013-06-02 13:10:00,2:10PM,0,Twins,2013_06_02_seamlb_minmlb_1,Twins,go_game,4,0,16
1,9,4,FINAL,4,H. Ambriz,C. Wilson,3,Angels,2,J. Lyles,Astros,AA,4,2013-06-02 14:35:00,3:35PM,2,Angels,2013_06_02_houmlb_anamlb_1,Astros,go_game,1,5,8
1,5,0,FINAL,6,C. Kimbrel,N. Karns,7,Nationals,17,P. Maholm,Nationals,NN,1,2013-06-02 12:35:00,1:35PM,1,Braves,2013_06_02_wasmlb_atlmlb_1,Braves,go_game,4,3,9
0,14,4,FINAL,3,. ,Z. McAllister,3,Indians,0,J. Hellickson,Rays,AA,5,2013-06-02 12:05:00,1:05PM,1,Indians,2013_06_02_tbamlb_clemlb_1,Rays,go_game,2,11,11
1,10,1,FINAL,7,A. Bastardo,M. Fiers,7,Brewers,1,C. Lee,Brewers,NN,4,2013-06-02 12:35:00,1:35PM,1,Phillies,2013_06_02_milmlb_phimlb_1,Phillies,go_game,2,5,9
1,13,1,FINAL,4,. ,E. Jackson,9,Cubs,0,P. Corbin,D-backs,NN,8,2013-06-02 13:20:00,2:20PM,1,Cubs,2013_06_02_arimlb_chnmlb_1,D-backs,go_game,0,8,6
2,5,0,FINAL,3,J. Nathan,J. Gutierrez,4,Royals,17,T. Scheppers,Royals,AA,1,2013-06-02 14:05:00,3:05PM,0,Rangers,2013_06_02_kcamlb_texmlb_1,Rangers,go_game,0,1,6
3,9,4,FINAL,5,. ,A. Simon,5,Reds,0,J. Wilson,Reds,NN,2,2013-06-02 12:35:00,1:35PM,2,Pirates,2013_06_02_cinmlb_pitmlb_1,Pirates,go_game,0,4,6
1,6,0,FINAL,7,. ,M. Magill,7,Dodgers,0,J. De La Rosa,Dodgers,NN,1,2013-06-02 15:10:00,4:10PM,1,Rockies,2013_06_02_lanmlb_colmlb_1,Rockies,go_game,3,2,6
0,11,2,FINAL,2,S. Romo,T. Lyons,1,Cardinals,15,C. Gaudin,Giants,NN,1,2013-06-02 13:15:00,2:15PM,0,Cardinals,2013_06_02_sfnmlb_slnmlb_1,Giants,go_game,1,4,6
0,15,0,FINAL,4,A. Loup,B. Boxberger,1,Padres,2,C. Janssen,Blue Jays,AN,1,2013-06-02 21:10:00,10:10PM,1,Padres,2013_06_02_tormlb_sdnmlb_1,Blue Jays,go_game,0,7,7
0,10,2,FINAL,4,J. Johnson,R. Porcello,2,Tigers,18,B. Matusz,Tigers,AA,3,2013-06-02 12:35:00,1:35PM,0,Orioles,2013_06_02_detmlb_balmlb_1,Orioles,go_game,0,2,10
1,3,5,FINAL,2,G. Balfour,C. Sale,4,White Sox,13,J. Parker,White Sox,AA,3,2013-06-02 15:05:00,4:05PM,0,Athletics,2013_06_02_chamlb_oakmlb_1,Athletics,go_game,6,0,6
1,8,8,FINAL,7,M. Rivera,J. Masterson,3,Indians,20,S. Kelley,Indians,AA,4,2013-06-03 18:05:00,7:05PM,0,Yankees,2013_06_03_clemlb_nyamlb_1,Yankees,go_game,0,4,10
0,9,3,FINAL,7,. ,A. Burnett,2,Pirates,0,K. Medlen,Pirates,NN,6,2013-06-03 18:10:00,7:10PM,1,Braves,2013_06_03_pitmlb_atlmlb_1,Braves,go_game,6,2,10
1,6,0,FINAL,7,. ,T. Koehler,6,Marlins,0,K. Kendrick,Marlins,NN,4,2013-06-03 18:05:00,7:05PM,0,Phillies,2013_06_03_miamlb_phimlb_1,Phillies,go_game,3,2,11
0,6,0,FINAL,4,T. Wilhelmsen,J. Danks,4,White Sox,13,J. Saunders,White Sox,AA,2,2013-06-03 21:10:00,10:10PM,0,Mariners,2013_06_03_chamlb_seamlb_1,Mariners,go_game,5,2,7
0,7,3,FINAL,7,. ,T. Cahill,8,D-backs,0,L. Lynn,D-backs,NN,6,2013-06-03 19:15:00,8:15PM,0,Cardinals,2013_06_03_arimlb_slnmlb_1,Cardinals,go_game,1,1,14
0,8,4,FINAL,2,B. League,E. Stults,1,Padres,12,S. Fife,Padres,NN,5,2013-06-03 21:10:00,10:10PM,0,Dodgers,2013_06_03_sdnmlb_lanmlb_1,Dodgers,go_game,0,1,7
0,3,1,FINAL,1,J. Veras,J. Blanton,1,Angels,11,E. Bedard,Astros,AA,9,2013-06-03 21:05:00,10:05PM,1,Angels,2013_06_03_houmlb_anamlb_1,Astros,go_game,2,2,7
1,4,3,FINAL,3,A. Chapman,T. Chatwood,6,Rockies,15,B. Arroyo,Rockies,NN,1,2013-06-03 18:10:00,7:10PM,0,Reds,2013_06_03_colmlb_cinmlb_1,Reds,go_game,5,0,9
0,19,4,FINAL,2,. ,M. Estrada,6,Brewers,0,T. Milone,Athletics,AN,4,2013-06-03 19:10:00,8:10PM,1,Brewers,2013_06_03_oakmlb_milmlb_1,Athletics,go_game,5,10,6
2,5,0,FINAL,2,S. Romo,J. Johnson,4,Blue Jays,16,T. Lincecum,Blue Jays,AN,2,2013-06-04 21:15:00,10:15PM,0,Giants,2013_06_04_tormlb_sfnmlb_1,Giants,go_game,5,1,6
0,4,8,FINAL,10,. ,M. Moore,6,Rays,0,A. Sanchez,Rays,AA,1,2013-06-04 18:08:00,7:08PM,0,Tigers,2013_06_04_tbamlb_detmlb_1,Tigers,go_game,5,1,15
0,10,1,FINAL,0,G. Perkins,L. Mendoza,2,Royals,12,S. Deduno,Twins,AA,3,2013-06-04 19:10:00,8:10PM,0,Royals,2013_06_04_minmlb_kcamlb_1,Twins,go_game,1,3,4
0,4,4,FINAL,3,. ,B. Parnell,4,Mets,0,T. Clippard,Mets,NN,2,2013-06-04 18:05:00,7:05PM,2,Nationals,2013_06_04_nynmlb_wasmlb_1,Nationals,go_game,1,2,7
2,10,0,FINAL,7,. ,E. Olmos,1,Marlins,0,M. Stutes,Marlins,NN,1,2013-06-04 18:05:00,7:05PM,2,Phillies,2013_06_04_miamlb_phimlb_1,Phillies,go_game,0,3,8
2,9,5,FINAL,17,. ,J. Grimm,3,Rangers,0,R. Dempster,Rangers,AA,4,2013-06-04 18:10:00,7:10PM,0,Red Sox,2013_06_04_texmlb_bosmlb_1,Red Sox,go_game,6,5,19
0,9,1,FINAL,4,. ,P. Neshek,2,Athletics,0,J. Axford,Athletics,AN,1,2013-06-04 19:10:00,8:10PM,0,Brewers,2013_06_04_oakmlb_milmlb_1,Brewers,go_game,3,3,10
